case_id,pod_name,model_name,gpu_type,gpu_num,group_name,group_id,sea_qps,sea_fpr,sea_token_size,mea_iips,mea_total_iterations,mea_avg_iteration_duration_us,mea_std_iteration_duration_us,mea_mie,gpu_utilization,oea_overall_efficiency,oea_total_compute_time_us,oea_total_flops,oea_memory_utilization,oea_bottleneck_1_operator,oea_bottleneck_1_score,oea_bottleneck_1_efficiency,oea_bottleneck_1_time_proportion,oea_bottleneck_2_operator,oea_bottleneck_2_score,oea_bottleneck_2_efficiency,oea_bottleneck_2_time_proportion,oea_bottleneck_3_operator,oea_bottleneck_3_score,oea_bottleneck_3_efficiency,oea_bottleneck_3_time_proportion,oea_bottleneck_4_operator,oea_bottleneck_4_score,oea_bottleneck_4_efficiency,oea_bottleneck_4_time_proportion,oea_bottleneck_5_operator,oea_bottleneck_5_score,oea_bottleneck_5_efficiency,oea_bottleneck_5_time_proportion,hw_mem_bandwidth_gbps,hw_fp16_tflops,hw_memory_size_gb
71,qwq-32b-for-omega-gspot-na61-custom accelerator-2tp-spot.inference-part0-fdc3b0e6-a-4b31,QwQ-32B,custom accelerator,2,Large Parameter size with High FPR,2,1.0,233.873874,45,10.510860036820668,104,93420.98639423084,952.8835942836374,13.022721216008462,0.99,0.1335865308049403,9445663.037000008,148893976039304.0,0.1291961239618126,attention,0.6922649903955124,7.634482206412645e-05,0.6923178452782219,up_proj,0.036626274677371,0.5081301024182187,0.0744633384914175,gate_proj,0.036521772855092,0.5088442142042027,0.0743588366691385,down_proj,0.0280613458118061,0.5741726398083298,0.0658984096258526,communication,0.0164447235087198,0.0,0.0164447235087198,2765.0,118.0,96.0
57,qwen3-32b-for-omega-na175-h20-2tp-gspot.inference-part0-c89f5475-a-f8ec,qwen3-32b,H20,2,Large Parameter size with High FPR,2,3.0,97.68,3730,11.382264368720532,113,86885.81840707966,126961.75565823755,20.80429625679292,0.99,2.046676914731845,9178052.392999984,2780107177332960.0,0.1692968933232441,attention,0.0373626178952529,0.7565977736561741,0.1535015453904483,reduction,0.0106422661106517,0.167456844329588,0.0127828401905268,layernorm,0.0084201376203891,0.5288848903641828,0.0178727819341182,add_bias,0.0076248184258975,0.0,0.0076248184258975,rope,0.0058074331166252,0.4079644853588152,0.0098092647704503,4022.0,148.0,96.0
50,qwen2-ast-sft-modelv2-kto-na61-a800.inference-part0-1f6ff837-a-f0dd,qwen2-7B,A800,1,Same Model with Hardware Diff,4,2.0,79.56,463,4.139623382466872,16,241478.08512500025,387605.65321143536,18.23354277099,0.51,0.6487860950311817,2376158.6370000015,480985029181440.0,0.1362839502165836,attention,0.0750031796726115,0.4095599149786905,0.1270292813366569,up_proj,0.0647584942213086,0.6983837144986321,0.2147048993513811,gate_proj,0.0641361856022732,0.700413819811912,0.2140825907323457,down_proj,0.0528258397434081,0.7394819011035324,0.2027722448734806,rope,0.0285141592595499,0.0584305439779604,0.030283649365621,2039.0,312.0,80.0
63,qwen3-item-grained-reason-v32-na61-a100.inference-part0-a65ed475-a-8f88,qwen3-32B,A100,1,Same Model with Hardware Diff,4,5.0,61.152,363,10.136272067513202,102,97145.58614705884,81077.26919560424,14.309008187029022,0.98,0.4282935816821945,9674724.554000003,1292810198478656.0,0.3466025124568404,up_proj,0.1081648557172127,0.5260738545338758,0.2282314591671842,down_proj,0.1078897476848296,0.5267100064271298,0.2279569590524595,gate_proj,0.1074403769611361,0.5277564878750549,0.2275105410716788,qkv_proj,0.0719447194368845,0.2943929848438429,0.1019614571447572,o_proj,0.0549944789689542,0.3039423509914147,0.0790085117910627,2039.0,312.0,80.0
62,qwen3-item-grained-reason-v32-na61-a100.inference-part0-03fd868f-a-5305,qwen3-32B,A100,1,Large Parameter size with High FPR,2,5.0,60.528,294,9.67904395350894,99,100941.51968686872,106348.12017060112,12.232613114343437,0.97,0.3683984663395056,9757255.312000005,1121502062498624.0,0.329673839682976,up_proj,0.1273116812445013,0.4479960077910593,0.230635435687777,gate_proj,0.1266917368045889,0.4491382922803511,0.2299882802328791,down_proj,0.1251845872681375,0.4521823280721533,0.2285150583543527,qkv_proj,0.0752918269004249,0.2553920795620752,0.101116070396006,o_proj,0.0580046578148426,0.2626273452092774,0.0786639665005006,2039.0,312.0,80.0
70,qwen3-test2-na175-custom accelerator-2tp.inference-part0-a11ed737-a-4c1a,qwen3-30B-A3B,custom accelerator,2,Large Parameter size with High FPR,2,3.0,51.92,369,21.28062646631733,152,13681.71516447364,14495.767437100603,8.871919268863158,0.66,0.3650541293997029,3823400.306000099,164698272266304.0,1.1049723291971116,down_proj,0.1903386059572256,0.1672064539508704,0.2285543720412032,o_proj,0.13435616648849,0.0880577688776036,0.1473296903062902,router,0.0617978716998279,0.0181321762793883,0.0629390944553575,communication,0.0583334542945956,0.0,0.0583334542945956,other,0.0443523665920847,0.0,0.0443523665920847,1382.0,118.0,48.0
40,mkt-qwen3-30b-a3b-feeds-na175-custom accelerator.inference-part0-3cc70f0e-a-d735,qwen3-30B-A3B,custom accelerator,1,Large Parameter size with High FPR,2,2.0,44.25,3450,15.053977260754657,140,32048.034257142812,123080.05398589758,7.373466697692857,0.75,2.3595739109259797,5260989.178999878,1464815751866976.0,0.429992385524247,up_proj,0.1308889448782778,0.5932073134686005,0.3217583531167411,other,0.1125427325270695,0.0,0.1125427325270695,down_proj,0.0469577153571944,0.7707527502843491,0.2048343673280222,router,0.0440642124650968,0.069483957790983,0.0473545973054798,rope,0.0136662951065035,0.1576041880646663,0.0162231280270807,2765.0,118.0,96.0
41,omega-llm-92920-1682403-qwenv3-cn-h800-spot.inference-part0-7fdbfcb4-a-c2cd,qwen3-4B,H800,1,Same Model with Hardware Diff,4,11.0,44.055455,172,70.85400067563667,476,7522.620542016832,5226.089113749808,6.8395573345039695,0.49,1.4100637470751989,2964067.108999969,493183781767264.0,0.482670108943636,layernorm,0.0824755027904439,0.0932664645836631,0.0909589196483996,attention,0.066532408031298,0.1363183906868926,0.0770334893250903,rope,0.0461032321547766,0.0740748898447801,0.0497915345951121,activation,0.0281959747513749,0.3607704906589623,0.0441093133832968,add_bias,0.0213154168500977,0.0,0.0213154168500977,3350.0,989.0,80.0
68,qwen3-item-grained-reason-v32-na61-h20.inference-part0-ed7253de-b-4c11,qwen3-32B,H20,1,Same Model with Hardware Diff,4,16.0,9.25,6290,0.3341680973820345,4,2990265.62175,60390.298812209534,354.3126974944,1.0,0.8317466205692623,11930832.359,1468667565286144.0,0.022054187509159,qkv_proj,0.0402895402089401,0.5908322016957314,0.0984670357147208,attention,0.0325445686379863,0.1618657551730263,0.0388297803589983,o_proj,0.0323330432978756,0.5900725575564972,0.0788750397025002,rope,0.0167345119543012,0.0433245731341831,0.0174923610289913,down_proj,0.0135240534444139,0.9451045581905756,0.2463602258884106,4022.0,148.0,96.0
44,presale-scene-predict-7b-v3-na61-l20.inference-part0-049c824a-a-2d05,qwen2.5-7B-instruct,L20,1,High FPR with Low Util,3,4.0,8.126,63,10.676900653558835,107,24409.145906541948,5367.582565098953,8.953909294654204,0.272,0.1612730659533068,2535220.182000002,48859096428332.0,0.7199284026582111,attention,0.0624217818339583,0.0139381911145071,0.0633041268523636,gate_proj,0.0595703442388276,0.7590438264666274,0.2472248100776597,up_proj,0.0587145956867283,0.7616803208846221,0.2463690615255604,down_proj,0.0467306121926998,0.8006244877295043,0.234384913475732,qkv_proj,0.0185673736658682,0.7119202954156347,0.0644522101709902,864.0,119.5,48.0
61,qwen3-item-grained-reason-v32-ea119-custom accelerator.inference-part0-5fb11240-a-6c48,qwen3-32B,custom accelerator,1,Same Model with Hardware Diff,4,17.0,6.941176,6190,0.4179112264545586,4,2389926.0637499997,313658.4176752313,163.76683771006998,1.0,0.8841526003622265,9548487.259,996193741069312.0,0.0295600457393811,qkv_proj,0.0344629764253931,0.6425290532184742,0.0964077688989247,attention,0.0303990336938452,0.13942336673768,0.0353240287022516,other,0.0284112706695291,0.0,0.0284112706695291,o_proj,0.0276087500033672,0.642209565858107,0.0771645839821924,rope,0.0124029329532648,0.0701590952080854,0.0133387689112692,2765.0,118.0,96.0
35,hotline-qwq-na61-h20-2tp.ference-part0-ed094f94-b-5672,QwQ-32B,H20,2,Low FPR with High QPS or Util,1,42.0,6.765714,62,36.61432877931749,299,27311.711926421405,57571.571610356,7.7608960610119055,0.96,0.1082508621127888,6952328.19600004,111384137094392.0,0.3483125057733995,attention,0.3632307490570745,0.0001438832924577,0.3632830194140018,down_proj,0.0601557038472493,0.6181798920121416,0.1575498581367597,up_proj,0.057956478700085,0.6269311712172638,0.1553506329895954,gate_proj,0.0576398124067299,0.6282117162127171,0.1550339666962403,o_proj,0.0257511583971516,0.4127907697011527,0.0438534632434952,4022.0,148.0,96.0
36,icbu-aa-qwen2-7b-ea119-custom accelerator.inference-part0-24badc99-a-b54f,qwen2.5-7B,custom accelerator,1,Same Model with Hardware Diff,4,14.0,4.888571,170,26.22585119524153,260,38130.31625,98810.83207750852,2.60963884415,0.58,0.3977445098883547,5735806.571999997,269203497707756.0,0.2464128086777483,down_proj,0.1276222126126368,0.4544398569862792,0.2339287688936379,up_proj,0.1240947236701484,0.4613645883430579,0.230387235938332,gate_proj,0.1240746180993799,0.4613893748335089,0.2303605096186636,other,0.0630079212859483,0.0,0.0630079212859483,qkv_proj,0.0384382250333974,0.4021263286565075,0.0642915499975475,2765.0,118.0,96.0
